,id,seccion,edad,pf_ac1,pf_ac2,pf_ac3,pf_alg_2019,pf_alg_2020,alg_1b_2021,alg_2b_2021,alg_3b_2021,alg_4b_2021,pf_apm_2019,pf_apm_2020,am_1b_2021,am_2b_2021,am_3b_2021,am_4b_2021,pf_geo_2019,pf_geo_2020,geo_1b_2021,geo_2b_2021,geo_3b_2021,geo_4b_2021,grupo_mate,genero,anios_colegio,condicion_pago,pe1,pe2,horas_asincronas,valoracion_clases,dispos_clases,calidad_internet,Result
353,354,2,16,11,11,13,13,12,13,12,12,12,14,15,15,11,14,12,16,15,16,13,13,16,0,2,4,1,1,1,1,1,2,1,2
354,355,2,16,15,17,18,13,13,14,14,13,14,15,16,16,16,14,15,15,17,16,14,16,17,0,1,4,1,1,1,1,1,1,1,3
355,356,2,16,10,12,17,11,6,9,11,7,6,11,12,13,12,11,12,14,15,15,9,10,13,0,2,4,1,1,2,2,2,4,2,2
356,357,2,16,11,12,15,11,11,12,12,9,7,12,12,12,12,12,12,11,13,16,8,12,11,0,2,4,1,2,2,2,2,4,2,2
357,358,2,15,10,9,14,11,8,8,11,8,10,14,14,13,11,12,16,11,12,14,9,12,12,0,2,4,1,2,2,2,2,3,2,2
358,359,2,16,12,13,16,11,11,9,11,11,12,11,12,14,11,13,13,12,11,13,7,14,15,0,2,4,1,2,2,2,3,4,2,2
359,360,2,15,12,11,13,11,11,12,11,8,6,11,11,13,10,11,13,11,11,13,10,10,15,0,2,4,1,2,2,2,2,2,2,2
360,361,2,15,10,11,16,11,11,11,11,7,13,12,13,12,10,10,13,11,11,13,7,10,10,0,2,4,1,2,2,2,2,1,2,2
361,362,2,15,16,15,15,14,15,15,16,14,14,16,15,17,17,14,14,14,14,15,16,15,13,0,1,4,1,1,1,1,1,2,1,3
362,363,2,16,12,14,15,13,11,11,12,13,12,12,16,12,13,13,17,12,17,15,12,14,17,0,2,4,1,1,1,1,1,1,1,2
363,364,2,16,13,17,18,18,16,16,15,18,18,16,18,17,16,15,18,17,17,16,16,17,17,0,2,4,1,0,0,0,0,3,0,3
364,365,3,15,16,16,18,16,15,15,15,16,17,12,18,12,12,16,18,16,16,13,13,14,16,0,1,4,1,1,1,1,1,4,1,3
365,366,3,15,16,16,19,15,14,14,14,15,15,17,16,15,14,15,18,16,15,15,13,16,20,0,2,4,1,1,1,1,1,4,1,3
366,367,3,16,12,13,18,13,12,13,12,10,15,13,15,15,11,12,15,11,12,12,11,14,15,0,2,4,1,2,1,1,1,2,1,2
367,368,3,15,16,17,19,13,15,13,15,16,16,15,15,13,14,17,17,12,15,12,14,13,16,0,1,4,1,1,1,1,1,5,1,3
368,369,3,16,14,16,17,13,11,14,15,11,14,13,15,14,12,15,14,11,11,11,10,11,11,0,2,4,1,2,1,1,1,2,1,2
369,370,3,16,17,17,19,17,17,17,18,18,19,17,19,17,16,17,20,12,14,12,15,15,14,0,2,4,1,1,0,0,0,2,0,3
370,371,3,15,18,17,19,15,14,13,14,15,15,16,15,16,15,17,16,16,16,17,14,14,16,0,2,4,1,1,1,1,1,3,1,3
371,372,3,16,14,13,17,12,12,13,13,10,12,11,15,11,11,14,16,14,11,12,11,12,15,0,1,5,1,1,1,1,1,4,1,2
372,373,3,16,15,16,19,15,16,15,16,16,16,16,15,17,14,18,18,19,17,18,16,18,19,0,2,4,1,0,0,0,0,1,0,3
373,374,3,15,15,16,19,15,15,13,14,15,13,12,18,13,12,14,18,15,13,13,12,15,17,0,2,4,1,1,1,1,1,1,1,3
374,375,3,15,17,17,19,16,15,14,14,16,16,16,15,15,15,16,19,13,17,12,13,14,18,0,2,4,1,1,1,1,1,4,1,3
375,376,3,16,15,16,18,16,15,16,16,16,15,15,15,13,13,15,17,13,15,13,13,15,17,0,1,4,1,1,1,1,1,3,1,3
376,377,3,16,13,15,16,14,15,13,14,15,14,14,14,13,13,16,13,11,11,8,10,12,13,0,1,4,1,2,1,1,1,4,1,2
377,378,3,16,17,18,19,18,16,17,16,19,19,18,17,14,17,19,19,18,18,18,16,18,18,0,1,4,1,0,0,0,0,1,0,3
378,379,3,15,17,17,19,15,15,16,15,16,18,17,15,16,15,18,19,15,17,14,15,17,19,0,2,4,1,0,1,1,1,1,1,3
379,380,3,15,14,15,18,16,14,14,14,16,16,17,17,15,15,16,17,18,14,14,14,19,18,0,1,4,1,0,1,1,1,2,1,3
380,381,3,15,17,18,19,18,17,17,17,19,19,17,16,15,16,18,18,15,18,15,16,17,18,0,1,4,1,0,0,0,0,2,0,3
381,382,3,16,15,17,18,14,14,13,14,15,14,17,16,15,14,17,16,14,12,14,12,14,15,0,2,4,1,1,1,1,1,4,1,3
382,383,3,16,16,16,19,17,16,15,15,18,19,17,18,15,15,17,19,16,19,15,15,17,19,0,2,5,1,0,0,0,0,3,0,3
383,384,3,16,15,15,18,15,15,15,15,16,16,14,16,13,13,16,17,14,15,14,16,15,16,0,1,4,1,1,1,1,1,2,1,3
384,385,3,15,14,14,17,14,12,11,12,13,14,15,16,14,13,16,16,11,12,12,10,12,13,0,2,4,1,2,1,1,1,3,1,2
385,386,3,16,15,16,18,13,14,14,13,13,13,14,15,14,13,15,15,13,12,11,10,11,13,0,1,4,1,1,1,1,1,3,1,2
386,387,3,16,13,15,18,13,13,12,11,13,12,14,15,15,13,14,17,12,11,10,10,12,12,0,2,4,1,2,1,1,1,2,1,2
387,388,3,15,12,14,17,14,12,12,13,12,14,11,13,14,11,14,15,13,11,9,10,12,13,0,2,4,1,2,1,1,1,3,1,2
388,389,3,15,16,16,19,14,14,14,16,16,17,17,15,14,15,16,17,17,16,14,15,16,18,0,2,4,1,0,1,1,1,4,1,3
389,390,3,16,16,17,18,17,18,16,16,18,16,14,17,15,14,16,17,13,16,16,13,14,14,0,1,4,1,1,1,1,1,1,1,3
390,391,3,16,16,17,18,15,15,14,15,16,16,19,18,15,13,16,19,14,16,15,14,17,17,0,1,4,1,1,1,1,1,4,1,3
391,392,3,16,16,18,19,15,15,15,15,16,15,20,14,14,16,16,20,13,16,14,12,16,14,0,1,4,1,1,1,1,1,1,1,3
392,393,3,16,16,18,19,17,18,16,17,18,19,15,14,16,15,14,18,15,15,19,15,17,16,0,2,4,1,1,1,1,1,2,1,3
393,394,3,16,17,17,19,16,16,15,17,16,16,17,16,15,15,16,18,15,17,15,17,17,17,0,1,4,1,0,0,0,0,5,0,3
394,395,3,16,16,16,18,16,16,15,16,16,16,17,18,15,14,16,18,12,15,11,12,12,15,0,1,4,1,1,1,1,1,4,1,3
395,396,3,15,15,15,17,14,11,13,14,10,10,16,17,15,15,17,18,13,13,13,13,14,13,0,2,4,1,1,1,1,1,3,1,2
396,397,3,16,16,17,17,13,12,13,13,10,15,18,18,15,14,15,18,12,16,12,12,15,16,0,2,4,1,1,1,1,1,2,1,2
397,398,3,16,13,14,18,14,16,14,16,16,16,15,12,11,11,11,16,15,11,12,11,9,16,0,1,4,1,1,1,1,1,1,1,2
398,399,4,16,11,12,15,11,11,12,12,8,6,12,12,11,11,12,15,11,11,11,11,9,9,0,2,4,1,2,2,2,2,1,2,2
399,400,4,15,8,9,14,11,11,8,8,7,6,12,12,12,10,11,13,11,11,6,5,8,5,0,2,4,1,2,2,2,2,2,2,1
400,401,4,16,12,12,16,11,12,9,12,8,15,13,13,13,13,13,17,11,11,10,9,8,15,0,2,4,1,2,2,2,2,2,2,2
401,402,4,16,17,17,17,15,15,15,15,15,14,15,16,16,15,14,18,15,16,12,15,14,17,0,1,4,1,1,1,1,1,2,1,3
402,403,4,15,17,17,17,16,17,16,17,16,15,17,17,17,18,18,18,18,19,15,16,16,19,0,2,4,1,0,0,0,0,1,0,3
403,404,4,15,11,12,15,11,11,9,12,11,11,12,13,15,13,12,14,11,11,9,11,10,8,0,2,4,1,2,2,2,2,3,2,2
404,405,4,16,15,15,15,16,16,12,12,12,16,12,12,16,12,13,15,12,13,11,11,13,11,0,2,4,1,1,1,1,1,3,1,2
405,406,4,16,14,12,15,14,13,12,12,12,14,15,16,15,13,11,16,11,11,13,12,10,10,0,1,4,1,2,1,1,1,4,1,2
406,407,4,16,15,17,17,13,13,12,13,13,13,16,13,18,13,13,17,12,11,12,13,11,12,0,2,4,1,2,1,1,1,3,1,2
407,408,4,15,15,16,17,12,13,12,12,13,13,13,16,16,15,13,17,11,13,13,12,11,12,0,2,4,1,2,1,1,1,4,1,2
408,409,4,15,14,15,16,13,12,12,12,12,13,13,14,17,15,13,16,13,13,12,12,10,13,0,2,4,1,1,1,1,1,3,1,2
409,410,4,15,12,12,16,12,11,8,12,12,7,12,12,12,11,13,15,12,11,6,11,12,9,0,1,4,1,2,2,2,2,4,2,2
410,411,4,15,17,17,17,15,14,14,15,15,14,14,16,16,15,13,16,13,13,14,13,13,12,0,3,4,1,1,1,1,1,3,1,3
411,412,4,15,15,16,18,15,15,15,15,16,16,18,17,19,15,16,17,13,14,11,12,13,15,0,2,4,1,1,1,1,1,4,1,3
412,413,4,15,15,16,16,14,14,14,14,13,14,14,15,14,15,13,12,12,15,12,13,13,17,0,2,4,1,1,1,1,1,4,1,2
413,414,4,15,9,10,15,11,11,8,8,6,6,11,11,10,10,11,11,11,11,8,8,6,10,0,1,4,1,2,2,2,2,1,3,2
414,415,4,15,11,10,15,11,12,9,8,12,12,11,13,14,11,15,16,11,11,8,7,10,12,0,2,4,1,2,2,2,2,5,2,2
415,416,4,15,12,14,15,11,12,14,14,7,7,13,16,16,13,11,15,11,11,10,11,11,11,0,2,4,1,2,1,1,1,2,1,2
416,417,4,16,10,11,15,13,14,8,8,8,15,12,11,14,10,11,15,11,11,9,9,8,11,0,2,4,1,2,2,2,2,3,2,2
417,418,4,15,13,16,17,12,12,12,12,12,11,13,15,13,14,13,15,11,12,13,13,10,13,0,2,4,1,2,1,1,2,2,1,2
418,419,4,15,15,16,17,13,13,14,14,12,13,15,16,17,16,14,16,16,16,12,13,13,16,0,2,4,1,1,1,1,1,1,1,3
419,420,4,16,9,16,16,11,11,9,6,6,6,11,13,12,10,11,15,11,11,7,7,8,5,0,2,4,1,2,2,2,2,4,2,1
420,421,4,16,12,13,16,11,11,12,13,12,7,13,14,12,11,16,14,11,11,9,11,11,11,0,2,4,1,2,2,2,2,1,2,2
421,422,4,16,13,12,14,13,12,13,12,11,12,11,12,15,11,14,13,12,11,12,11,11,12,0,1,5,1,2,2,2,2,1,2,2
422,423,4,15,14,15,16,11,13,14,14,12,10,16,13,16,13,13,15,11,11,11,14,11,14,0,2,4,1,2,1,1,1,4,1,2
423,424,4,15,15,14,16,12,11,13,13,13,10,14,16,15,13,12,16,11,11,10,10,12,13,0,2,4,1,2,1,1,1,1,1,2
424,425,4,16,13,15,16,11,11,12,12,12,7,13,13,13,12,14,14,11,11,10,11,11,10,0,1,4,1,2,2,2,2,3,2,2
425,426,4,15,14,15,16,12,13,14,13,12,6,15,15,16,13,13,16,12,14,11,12,11,9,0,2,4,1,1,1,1,1,1,1,2
426,427,4,15,14,15,17,13,13,9,13,14,10,14,12,17,12,14,18,11,15,11,13,11,15,0,2,4,1,1,1,1,1,2,1,2
427,428,4,15,13,15,16,13,13,12,13,12,12,15,16,14,13,14,16,12,13,9,10,11,14,0,2,4,1,2,1,1,1,3,1,2
428,429,4,16,15,16,17,12,11,12,12,12,10,14,14,16,15,14,16,13,11,11,13,11,10,0,2,4,1,2,1,1,2,2,1,2
429,430,4,15,14,15,16,11,11,12,11,12,12,12,14,16,15,12,15,12,11,10,12,11,13,0,2,4,1,2,1,1,1,1,2,2
430,431,4,16,13,13,16,13,12,12,13,12,9,13,13,16,13,12,15,13,12,10,13,11,14,0,2,4,1,1,1,1,2,4,1,2
431,432,4,16,14,15,15,11,11,12,12,11,12,16,14,16,13,12,16,11,11,11,12,10,10,0,1,4,1,2,1,1,1,2,1,2
432,433,5,15,17,16,16,14,14,13,12,13,14,14,16,16,14,16,18,11,15,11,13,13,17,0,2,4,1,1,1,1,1,3,1,2
433,434,5,16,15,14,13,15,11,15,14,17,6,14,12,17,15,16,12,14,14,16,14,9,7,0,2,4,1,1,1,1,1,3,1,2
434,435,5,16,17,17,17,16,16,14,15,16,16,19,16,17,15,15,19,12,16,12,14,14,16,0,2,4,1,1,1,1,1,2,1,3
435,436,5,16,15,15,16,14,13,14,16,13,16,14,18,15,15,14,18,15,15,15,15,16,19,0,2,4,1,1,1,1,1,2,1,3
436,437,5,16,15,17,16,13,14,13,13,13,14,15,17,14,14,16,17,14,14,12,13,14,13,0,1,4,1,1,1,3,1,3,1,2
437,438,5,16,17,16,18,13,14,13,12,13,14,15,15,16,15,18,18,14,12,13,12,13,15,0,2,5,1,1,1,1,1,2,1,2
438,439,5,15,18,17,17,14,14,13,14,13,14,17,17,15,16,17,18,16,16,14,13,13,16,0,1,4,1,1,1,1,1,2,1,3
439,440,5,15,12,13,17,13,11,8,9,13,7,15,12,12,11,12,15,11,11,8,9,9,6,0,1,4,1,2,2,3,2,2,2,2
440,441,5,16,16,17,16,14,14,12,14,14,13,14,14,14,14,15,16,16,12,11,14,15,17,0,2,4,1,1,1,1,1,3,1,3
441,442,5,16,17,17,19,12,12,13,13,13,12,15,17,15,14,14,17,13,12,12,13,13,15,0,2,4,1,1,1,1,1,2,1,2
442,443,5,15,15,15,15,11,11,14,12,13,9,16,17,16,15,17,17,12,12,12,13,13,10,0,2,4,1,2,1,1,1,2,1,2
443,444,5,16,18,18,19,16,14,14,15,15,16,18,18,18,17,17,18,14,14,14,13,13,18,0,2,4,1,1,1,1,1,5,1,3
444,445,5,16,17,17,18,13,15,13,14,14,15,16,16,15,16,16,17,14,13,14,14,12,14,0,1,4,1,1,1,1,1,2,1,3
445,446,5,15,17,17,18,14,13,14,14,13,13,15,17,15,15,16,17,11,15,11,13,14,15,0,2,4,1,1,1,1,1,4,1,2
446,447,5,16,16,16,16,13,11,12,13,10,14,16,14,16,14,16,17,12,11,12,12,11,12,0,2,4,1,2,1,1,1,4,1,2
447,448,5,16,18,18,18,15,16,15,16,17,16,18,17,16,18,17,18,15,14,14,14,15,15,0,1,4,1,1,1,1,1,2,1,3
448,449,5,15,17,16,16,16,14,14,15,15,16,16,16,14,15,15,17,13,13,12,12,13,13,0,2,4,1,1,1,1,1,2,1,3
449,450,5,16,16,18,16,16,15,14,16,15,14,17,16,15,15,16,17,14,15,14,14,15,14,0,1,4,1,1,1,1,1,4,2,3
450,451,5,16,10,12,14,11,11,9,7,8,6,16,15,12,10,9,16,11,11,8,6,11,9,0,2,4,1,2,2,2,2,4,2,2
451,452,5,15,14,14,17,13,12,9,13,11,7,15,18,15,13,13,18,12,11,10,12,12,10,0,1,4,1,2,1,1,1,3,1,2
452,453,5,15,16,18,18,14,13,14,13,13,14,17,18,15,14,14,18,14,12,13,13,12,14,0,1,4,1,1,1,1,1,4,1,2
453,454,5,15,17,16,15,12,13,13,12,13,14,15,16,15,16,15,18,16,15,13,14,14,17,0,2,4,1,1,1,1,1,4,1,3
454,455,5,15,17,18,18,16,15,13,15,17,16,17,15,15,16,17,17,15,13,13,13,14,15,0,1,4,1,1,1,1,1,4,1,3
455,456,5,15,16,17,18,14,14,13,14,14,14,17,15,14,13,18,18,14,15,8,13,12,15,0,1,4,1,1,1,1,1,3,1,2
456,457,5,15,18,18,18,14,15,14,16,16,18,14,19,14,16,17,19,14,17,12,12,17,16,0,1,4,1,1,1,1,1,3,1,3
457,458,5,15,18,18,18,17,17,16,16,19,18,18,18,15,15,17,18,17,15,11,14,17,18,0,2,4,1,1,0,0,0,2,0,3
458,459,5,16,12,14,17,11,13,14,14,10,5,15,14,14,14,15,16,11,11,10,11,13,15,0,2,4,1,2,1,1,1,2,1,2
459,460,5,16,19,19,19,19,19,18,18,19,19,16,18,16,15,17,19,15,17,16,15,19,19,0,2,4,1,0,0,0,0,4,0,3
460,461,5,16,9,9,15,12,12,12,8,5,5,11,11,12,9,5,5,11,11,10,6,5,5,0,2,4,1,2,2,2,2,3,2,1
461,462,5,16,12,12,15,13,12,8,11,12,13,15,14,10,12,16,16,12,11,7,8,12,17,0,2,4,1,2,1,1,1,1,1,2
462,463,5,15,15,15,15,12,12,9,12,9,8,14,13,13,13,14,16,11,11,12,11,12,9,0,2,4,1,2,2,2,2,3,2,2
463,464,5,15,17,16,18,12,14,13,14,10,14,16,15,15,15,15,19,13,13,14,13,13,17,0,2,4,1,1,1,1,1,2,1,2
464,465,5,15,15,15,16,14,14,14,14,14,14,14,14,14,14,17,16,11,16,11,13,16,15,0,2,4,1,1,1,1,1,2,1,3
465,466,8,16,18,19,20,19,20,19,19,20,20,20,20,17,17,17,20,16,17,16,17,17,20,1,2,4,0,0,0,0,0,3,0,3
466,467,8,16,20,19,20,20,20,19,19,20,20,19,20,19,19,20,20,19,18,18,19,20,20,1,1,4,0,0,0,1,0,3,1,3
467,468,8,16,15,17,20,20,16,19,18,16,20,16,20,20,18,16,20,15,15,18,15,14,17,1,2,4,0,1,0,0,0,2,0,3
468,469,8,16,17,18,20,18,19,19,18,20,20,18,19,19,19,18,20,17,17,17,17,16,18,1,1,4,0,0,0,1,0,2,0,3
469,470,8,16,12,17,18,15,19,17,16,15,19,17,16,15,14,16,20,15,12,12,11,13,15,1,1,4,0,1,1,1,1,2,1,3
470,471,8,15,16,19,20,19,19,19,18,19,20,18,19,19,17,17,20,16,13,15,16,10,20,1,1,4,0,1,0,0,0,2,0,3
471,472,8,16,16,19,20,20,18,18,18,18,20,18,16,16,15,16,20,14,13,13,16,16,18,1,2,4,0,1,0,0,0,1,0,3
472,473,8,16,13,18,20,15,15,16,16,15,19,18,15,16,15,14,20,16,14,12,13,13,16,1,2,4,0,1,1,1,1,4,1,3
473,474,8,16,15,16,18,19,18,19,19,18,18,17,18,20,18,17,20,15,13,15,13,11,12,1,2,4,0,1,0,0,0,3,0,3
474,475,8,15,18,19,20,20,19,19,18,20,20,20,17,20,18,17,20,14,14,15,13,12,18,1,1,4,0,1,0,0,0,2,0,3
475,476,8,16,12,16,20,18,17,17,17,17,19,16,14,14,15,17,20,13,11,13,10,11,14,1,2,4,0,2,1,1,1,3,1,3
476,477,8,16,17,18,20,18,18,18,18,18,20,16,19,16,17,16,20,15,16,15,18,17,20,1,2,4,0,0,0,0,0,3,0,3
477,478,8,15,18,19,20,20,20,20,20,20,20,20,19,19,19,19,20,20,19,19,20,19,20,1,2,5,0,0,0,0,0,3,0,3
478,479,8,16,14,18,18,16,17,18,18,14,18,16,19,16,15,15,20,15,13,15,14,11,13,1,2,4,0,1,1,1,1,4,1,3
479,480,8,15,17,19,20,19,20,19,18,19,20,20,18,18,18,18,20,18,19,17,15,17,20,1,2,4,0,0,0,0,0,1,0,3
480,481,8,16,19,19,20,18,19,19,18,16,20,19,19,16,17,17,20,19,19,16,17,19,20,1,2,4,0,0,0,1,0,5,0,3
481,482,8,16,19,19,20,20,17,19,18,17,20,18,20,17,17,17,20,19,16,15,18,19,20,1,2,4,0,0,0,1,0,1,0,3
482,483,8,16,17,19,20,19,19,18,17,19,20,16,20,16,16,16,20,14,16,14,16,16,19,1,2,4,0,1,0,0,0,1,1,3
483,484,8,16,15,18,20,17,18,17,18,17,18,15,16,16,16,15,20,18,15,14,16,14,18,1,2,4,0,0,0,1,0,2,0,3
484,485,8,15,18,19,20,18,18,18,20,20,20,17,19,17,16,18,20,17,20,17,17,18,20,1,2,4,0,0,0,0,0,1,0,3
485,486,9,15,17,18,20,17,20,17,16,19,20,16,15,15,15,17,16,15,15,14,18,15,16,1,2,4,0,1,0,0,0,3,1,3
486,487,9,15,14,17,20,18,18,18,18,19,20,14,16,16,15,15,14,15,17,14,17,17,14,1,2,4,0,1,0,0,0,4,0,3
487,488,0,16,15,16,20,15,16,16,15,15,16,11,11,12,13,14,2,15,14,14,15,16,15,0,1,5,1,1,1,1,1,4,1,3
488,489,0,17,12,15,20,14,14,14,13,14,13,12,11,12,11,9,2,14,13,13,15,15,14,0,1,5,1,1,1,1,1,1,1,2
489,490,0,16,12,13,18,15,16,16,13,15,13,15,11,15,10,10,4,12,11,15,10,10,4,0,2,5,1,2,1,1,1,1,1,2
490,491,0,16,18,17,18,14,15,17,14,16,15,11,13,14,14,12,5,17,14,14,17,17,17,0,1,5,1,1,1,1,1,1,1,3
491,492,0,16,15,14,19,16,15,17,15,16,14,11,12,12,13,12,5,12,15,14,15,14,12,0,1,5,1,1,1,1,1,1,1,2
492,493,0,16,9,10,17,12,11,10,11,12,13,11,11,7,8,9,4,12,11,10,9,11,12,0,2,5,1,2,2,2,2,2,2,2
493,494,0,17,9,11,15,11,11,9,10,10,11,11,11,7,7,9,2,12,12,11,9,11,10,0,2,5,1,2,2,2,2,3,2,2
494,495,0,17,14,14,19,17,16,14,14,17,16,11,10,12,12,11,4,15,14,13,14,16,16,0,2,5,1,1,1,1,1,4,1,3
495,496,0,17,9,10,17,11,11,9,11,12,11,11,11,7,8,9,2,11,12,10,8,15,10,0,2,5,1,2,2,2,2,1,2,2
496,497,0,17,14,15,20,15,13,16,15,13,13,11,11,15,14,15,5,14,13,12,14,17,18,0,1,5,1,1,1,1,1,1,1,3
497,498,0,16,9,13,18,12,12,12,10,12,12,11,11,9,7,6,2,11,11,11,11,8,11,0,2,5,1,2,2,2,2,2,2,2
498,499,0,16,15,17,20,14,14,17,14,14,16,11,12,13,14,15,5,16,14,14,16,16,16,0,1,5,1,1,1,1,1,3,1,3
499,500,0,17,13,16,20,13,14,14,13,14,13,11,12,11,12,11,3,14,15,13,15,16,12,0,1,5,1,1,1,1,1,3,1,2
500,501,0,17,12,12,17,14,12,12,13,14,12,11,11,8,9,9,4,14,12,11,14,11,14,0,2,5,1,1,2,2,2,3,2,2
501,502,0,16,12,12,16,12,12,9,11,12,14,13,11,8,13,12,4,13,11,11,9,14,13,0,1,5,1,2,2,2,2,3,2,2
502,503,0,17,11,11,18,11,11,10,13,12,12,11,11,9,9,10,5,14,13,11,12,14,11,0,2,5,1,1,2,2,2,4,2,2
503,504,0,16,13,13,20,15,14,15,15,14,14,11,11,13,12,11,3,14,16,12,16,16,15,0,2,5,1,1,1,1,1,4,1,3
504,505,0,16,13,12,18,13,14,11,13,13,14,11,12,7,11,11,4,11,12,13,12,8,12,0,2,5,1,2,2,2,2,5,2,2
505,506,0,17,12,13,19,14,12,13,12,14,15,11,11,7,11,11,4,14,11,11,14,15,14,0,2,5,1,1,1,1,1,1,1,2
506,507,0,16,16,17,19,15,18,17,15,17,18,16,13,16,15,15,5,17,18,18,18,18,16,0,1,5,1,0,1,1,1,2,1,3
507,508,0,16,12,11,17,15,15,11,15,12,14,12,12,8,11,13,4,16,13,11,9,8,17,0,2,5,1,1,1,1,1,3,1,2
508,509,0,16,12,12,16,14,15,15,12,12,13,11,12,9,9,7,5,12,13,11,10,11,13,0,2,5,1,4,1,1,1,4,1,2
509,510,0,17,14,13,18,16,15,17,15,16,15,11,11,16,14,13,4,15,18,13,18,16,14,0,1,5,1,1,1,1,1,1,1,3
510,511,0,17,12,12,16,13,13,9,13,14,15,11,12,7,10,12,5,14,12,14,13,9,13,0,1,5,1,1,1,1,1,4,1,2
511,512,0,16,11,12,16,12,11,11,12,14,14,11,11,9,10,9,4,11,13,11,12,8,14,0,2,5,1,2,2,2,2,3,2,2
512,513,0,16,10,13,18,14,13,13,11,13,14,11,11,10,8,11,3,11,12,10,11,14,12,0,1,5,1,2,2,2,2,4,2,2
513,514,0,17,12,12,16,14,13,14,13,14,13,11,12,11,10,7,4,11,12,14,13,9,12,0,2,5,1,2,2,2,2,1,2,2
514,515,0,16,12,14,19,11,11,14,12,9,3,16,17,18,14,14,12,18,17,18,14,14,12,0,1,5,1,0,1,1,1,1,1,3
515,516,0,17,13,14,20,12,14,15,12,15,15,11,11,14,12,13,4,15,17,14,16,15,17,0,2,5,1,1,1,1,1,1,1,2
516,517,1,17,15,18,19,17,18,17,18,19,17,11,11,16,14,15,6,14,19,13,16,19,17,0,2,5,1,1,1,1,1,2,1,3
517,518,1,17,16,17,18,19,20,17,18,20,18,11,12,15,16,17,6,18,17,16,18,18,18,0,1,5,1,0,0,0,0,2,0,3
518,519,1,17,19,19,19,19,18,18,19,20,20,11,16,15,17,18,7,19,20,18,19,20,19,0,2,5,1,0,0,0,0,2,0,3
519,520,1,17,19,19,20,17,20,17,18,20,20,15,12,16,16,17,7,17,19,17,17,19,18,0,2,5,1,0,0,0,0,4,0,3
520,521,1,16,18,17,19,17,17,17,19,20,20,16,12,17,17,18,9,18,18,18,18,17,20,0,1,5,1,0,0,0,0,2,0,3
521,522,1,16,18,18,19,20,19,17,18,20,20,12,12,16,18,18,7,18,19,18,18,18,19,0,1,5,1,0,0,0,0,4,0,3
522,523,1,16,19,19,20,12,11,17,19,19,7,19,17,17,19,19,7,20,20,20,19,20,20,0,2,5,1,0,0,0,0,1,0,3
523,524,1,16,16,18,20,18,16,16,17,19,19,11,11,15,15,16,6,18,14,14,16,20,17,0,2,5,1,1,1,1,1,3,1,3
524,525,1,16,18,18,19,20,19,18,19,20,20,11,11,15,16,15,5,16,19,16,18,19,19,0,2,5,1,0,0,0,0,2,0,3
525,526,1,16,19,19,19,19,19,19,19,20,20,11,16,19,19,20,9,19,20,20,19,20,20,0,2,5,1,0,0,0,0,2,0,3
526,527,1,17,18,19,19,18,16,16,17,19,20,11,14,17,15,17,6,18,18,17,18,20,20,0,2,5,1,0,0,0,0,3,0,3
527,528,1,16,19,18,19,18,18,18,19,20,20,16,20,18,18,20,8,18,18,18,19,20,20,0,2,5,1,0,0,0,0,3,0,3
528,529,1,17,19,18,19,17,20,17,19,20,20,19,18,16,18,19,8,20,19,19,19,20,20,0,1,5,1,0,0,0,0,1,0,3
529,530,1,17,18,17,19,18,19,18,19,20,20,12,18,18,17,19,7,20,20,19,19,20,20,0,2,5,1,0,0,0,0,4,0,3
530,531,1,16,15,15,19,17,18,16,18,17,17,14,15,15,16,15,4,14,16,14,17,17,16,0,2,5,1,1,1,1,1,1,1,3
