,id,seccion,edad,pf_ac1,pf_ac2,pf_ac3,pf_alg_2019,pf_alg_2020,alg_1b_2021,alg_2b_2021,alg_3b_2021,alg_4b_2021,pf_apm_2019,pf_apm_2020,am_1b_2021,am_2b_2021,am_3b_2021,am_4b_2021,pf_geo_2019,pf_geo_2020,geo_1b_2021,geo_2b_2021,geo_3b_2021,geo_4b_2021,grupo_mate,genero,anios_colegio,condicion_pago,pe1,pe2,horas_asincronas,valoracion_clases,dispos_clases,calidad_internet,Result
531,532,1,16,17,17,18,20,18,17,18,20,20,14,11,13,18,18,5,19,19,17,18,20,20,0,2,5,1,0,0,0,0,4,0,3
532,533,1,17,17,17,19,17,19,17,19,20,19,15,16,15,16,16,5,17,17,15,17,18,18,0,1,5,1,0,0,0,0,2,0,3
533,534,1,17,15,16,19,19,18,17,18,20,19,16,16,15,16,15,5,16,17,17,15,18,17,0,2,5,1,1,0,0,0,1,0,3
534,535,1,17,19,18,19,20,17,17,18,20,20,11,11,15,17,17,7,17,19,17,17,18,20,0,2,5,1,0,0,0,0,2,0,3
535,536,1,17,19,18,19,19,18,18,19,20,20,15,11,16,17,18,7,20,18,19,18,19,20,0,1,5,1,0,0,0,0,4,0,3
536,537,1,16,19,18,19,20,17,17,19,20,19,18,12,16,17,18,4,18,18,18,19,18,17,0,2,5,1,0,0,0,0,2,0,3
537,538,1,16,19,18,19,19,17,17,18,20,20,11,11,16,17,18,7,18,19,18,18,19,19,0,2,5,1,0,0,0,0,3,0,3
538,539,1,17,19,17,19,20,20,17,17,20,20,17,13,16,17,18,6,19,19,19,18,20,20,0,1,5,1,0,0,0,0,4,0,3
539,540,1,16,19,17,19,17,17,17,19,20,20,16,11,19,18,18,6,17,17,17,19,17,19,0,2,5,1,0,0,0,0,3,0,3
540,541,1,17,16,16,19,20,15,15,17,20,17,11,11,14,14,15,6,15,15,16,16,15,16,0,1,5,1,1,1,1,1,2,1,3
541,542,1,17,18,18,20,19,19,17,17,19,18,11,11,16,16,17,5,19,19,19,18,18,18,0,1,5,1,0,0,0,0,1,0,3
542,543,1,17,19,18,19,18,20,17,19,20,20,11,11,16,17,19,7,17,19,17,18,20,19,0,1,5,1,0,0,0,0,3,0,3
543,544,1,16,20,20,20,18,19,18,19,20,20,12,15,16,18,19,7,20,20,20,19,20,20,0,2,5,1,0,0,0,0,2,0,3
544,545,2,17,12,14,16,12,13,12,14,14,10,11,11,10,13,13,2,15,18,11,18,16,12,0,1,5,1,1,1,1,1,2,1,2
545,546,2,16,12,14,16,11,13,13,11,11,12,11,12,12,11,10,3,13,12,13,12,12,12,0,2,5,1,2,2,2,2,3,2,2
546,547,2,16,10,10,11,11,12,10,10,10,12,11,11,8,8,6,2,11,11,11,9,10,12,0,2,5,1,2,2,2,2,1,2,2
547,548,2,16,12,16,17,12,11,12,11,11,12,11,11,12,9,10,4,14,13,12,14,15,13,0,2,5,1,1,2,2,2,3,2,2
548,549,2,16,14,15,18,12,12,14,13,13,12,11,11,13,12,16,3,15,17,11,17,16,14,0,2,5,1,1,1,1,1,1,1,2
549,550,2,16,15,17,19,17,17,16,17,18,16,11,11,17,12,15,5,18,18,15,17,16,18,0,1,5,1,0,1,1,1,3,1,3
550,551,2,17,13,14,17,11,14,10,14,14,11,12,11,12,13,15,4,12,12,12,12,15,12,0,2,5,1,2,2,2,2,1,2,2
551,552,2,16,16,17,19,18,16,15,15,16,18,11,11,15,12,15,5,17,19,15,19,19,19,0,2,5,1,0,1,1,1,2,1,3
552,553,2,17,12,16,18,13,13,12,13,11,14,12,12,12,10,13,3,12,12,11,12,10,14,0,2,5,1,2,2,2,2,2,2,2
553,554,2,17,14,17,19,12,15,14,13,10,15,14,11,14,12,12,5,16,13,14,16,13,14,0,2,5,1,1,1,1,1,1,1,2
554,555,2,17,13,16,19,15,14,15,15,15,14,12,11,10,11,12,5,15,14,14,14,15,14,0,1,5,1,1,1,1,1,4,1,3
555,556,2,17,14,16,18,15,13,15,13,14,14,11,11,14,13,14,6,16,14,15,15,16,14,0,2,5,1,1,1,1,1,4,1,3
556,557,2,16,14,15,18,13,11,15,14,11,14,12,11,12,11,12,5,13,13,13,14,15,14,0,1,5,1,1,1,1,1,1,1,2
557,558,2,17,12,13,14,13,14,12,12,17,15,11,11,10,11,12,3,11,12,11,13,12,13,0,2,5,1,2,2,2,2,4,2,2
558,559,2,17,16,18,20,15,17,17,17,16,15,12,12,11,11,13,3,15,18,14,18,18,16,0,1,5,1,0,1,1,1,1,1,3
559,560,2,17,12,15,19,14,13,13,13,13,14,11,11,10,9,11,6,15,12,12,14,15,13,0,1,5,1,1,1,1,1,1,1,2
560,561,2,16,13,18,20,16,15,16,15,17,17,11,12,14,14,14,5,15,18,14,17,19,16,0,2,5,1,0,1,1,1,2,1,3
561,562,2,16,12,14,17,12,12,13,13,12,13,12,12,11,12,11,5,12,12,12,12,10,13,0,1,5,1,2,2,2,2,4,2,2
562,563,2,17,12,15,16,14,14,13,12,13,14,11,11,10,9,11,3,16,12,11,15,17,15,0,2,5,1,1,1,1,1,3,1,2
563,564,2,16,12,13,16,14,14,9,12,13,14,11,11,8,11,13,4,17,13,12,13,12,17,0,2,5,1,1,1,1,1,1,1,2
564,565,2,17,15,17,19,16,18,16,14,18,17,11,11,15,12,13,4,17,19,17,17,19,17,0,1,5,1,0,1,1,1,1,1,3
565,566,2,17,7,9,10,11,11,11,10,9,9,11,11,8,6,5,2,11,11,11,10,10,11,0,1,5,1,2,2,2,2,1,2,2
566,567,2,16,9,13,16,12,11,12,12,12,11,11,12,10,10,8,3,12,11,12,12,10,13,0,1,5,1,2,2,2,2,1,2,2
567,568,2,17,7,12,13,11,11,11,11,11,11,11,11,7,7,6,2,12,12,9,10,10,11,0,2,5,1,2,2,2,2,3,2,2
568,569,2,16,17,16,19,16,17,14,16,17,17,11,11,16,16,17,7,16,18,15,16,18,18,0,2,5,1,0,1,1,1,3,1,3
569,570,2,17,17,18,20,16,17,17,17,17,16,16,12,16,16,16,6,16,19,16,19,19,18,0,1,5,1,0,0,0,0,4,0,3
570,571,2,17,14,15,18,15,15,15,16,16,15,12,12,13,10,11,5,15,17,16,17,12,16,0,1,5,1,1,1,1,1,2,1,3
571,572,2,17,13,15,17,13,12,13,12,14,14,11,11,10,12,14,4,11,14,10,12,14,4,0,2,5,1,2,2,2,2,3,2,2
572,573,2,16,16,18,18,16,16,15,16,15,15,15,16,16,15,16,2,16,18,13,17,18,16,0,2,5,1,0,1,1,1,4,1,3
573,574,3,16,16,17,18,13,13,13,15,13,15,11,15,15,14,16,5,14,19,14,19,18,16,0,2,5,1,0,1,1,1,1,1,2
574,575,3,17,7,8,12,11,11,9,8,8,11,11,11,8,6,5,2,11,12,10,10,10,10,0,1,5,1,2,2,2,2,3,2,2
575,576,3,16,13,16,17,13,13,14,15,13,12,15,12,17,12,16,3,14,16,14,16,16,16,0,1,5,1,1,1,1,1,4,1,2
576,577,3,16,11,13,15,16,13,13,13,17,13,11,11,9,7,8,2,13,13,14,13,11,13,0,2,5,1,1,1,1,1,3,1,2
577,578,3,16,13,16,18,13,15,11,12,15,15,11,11,12,12,14,4,18,12,12,15,18,14,0,2,5,1,1,1,1,1,2,1,2
578,579,3,16,10,14,17,11,13,13,12,11,11,11,11,10,8,9,3,12,13,11,11,15,12,0,1,5,1,2,2,2,2,3,2,2
579,580,3,17,13,13,16,15,14,14,16,15,14,11,11,9,11,11,4,16,18,13,18,16,14,0,1,5,1,1,1,1,1,3,1,3
580,581,3,17,15,16,19,15,14,16,15,16,14,11,13,15,13,14,4,17,17,15,18,16,17,0,1,5,1,0,1,1,1,2,1,3
581,582,3,17,15,17,20,15,14,13,15,16,15,11,11,13,12,13,4,16,16,14,18,18,16,0,1,5,1,1,1,1,1,1,1,3
582,583,3,17,14,14,16,13,13,13,16,14,14,11,11,13,12,10,5,15,13,13,15,15,14,0,1,5,1,1,1,1,1,2,1,2
583,584,3,16,10,13,14,11,11,9,10,12,10,11,11,9,6,9,2,11,12,10,11,10,12,0,2,5,1,2,2,2,2,4,2,2
584,585,3,17,11,16,17,11,11,13,10,14,13,11,11,7,7,6,2,11,12,11,11,10,12,0,2,5,1,2,2,2,2,3,2,2
585,586,3,17,15,16,17,17,16,15,17,16,15,11,11,14,13,14,4,16,15,14,16,16,16,0,1,5,1,1,1,1,1,2,1,3
586,587,3,16,11,13,16,15,14,13,11,15,11,11,12,12,11,11,3,11,12,11,14,10,10,0,1,5,1,2,2,2,2,4,2,2
587,588,3,16,13,15,18,16,16,13,12,16,12,11,11,13,9,12,2,13,12,13,12,17,14,0,2,5,1,1,1,1,1,1,1,2
588,589,3,17,13,14,17,15,16,15,14,17,15,12,11,14,8,13,3,13,15,13,14,16,17,0,2,5,1,1,1,1,1,4,1,3
589,590,3,16,12,13,15,13,13,14,11,14,11,11,15,16,10,12,2,13,16,14,13,16,14,0,2,5,1,1,1,1,1,1,1,2
590,591,3,16,13,14,17,13,13,15,15,13,14,12,12,12,12,12,5,15,16,13,15,15,16,0,2,5,1,1,1,1,1,3,1,2
591,592,3,17,13,14,17,13,13,12,14,14,13,12,11,12,12,12,5,16,16,13,17,16,16,0,2,5,1,1,1,1,1,3,1,2
592,593,3,17,12,14,15,11,13,11,12,12,13,11,11,11,10,9,4,15,12,10,13,13,15,0,1,5,1,1,2,2,2,2,2,2
593,594,3,17,15,15,17,17,17,15,16,17,13,12,11,13,12,13,4,18,17,14,18,17,15,0,1,5,1,0,1,1,1,1,1,3
594,595,3,16,15,15,18,17,16,17,17,17,16,11,11,19,13,14,4,18,18,15,18,17,16,0,2,5,1,0,1,1,1,1,1,3
595,596,3,16,14,14,16,14,14,15,16,15,13,12,14,14,10,10,5,12,14,14,18,12,13,0,1,5,1,1,1,1,1,1,1,2
596,597,3,16,14,15,16,17,16,16,15,17,16,12,11,13,13,13,3,13,15,13,15,15,16,0,2,5,1,1,1,1,1,2,1,3
597,598,3,17,14,16,18,17,16,15,15,18,16,15,14,15,14,15,5,14,17,14,18,17,17,0,1,5,1,1,1,1,1,3,1,3
598,599,3,16,12,13,16,12,16,11,16,15,13,11,12,9,11,11,5,14,13,13,14,13,14,0,1,5,1,1,1,1,1,3,1,2
599,600,3,16,15,18,19,17,15,14,14,17,18,11,11,18,13,15,3,16,16,14,19,18,16,0,2,5,1,1,1,1,1,3,1,3
600,601,3,17,14,17,19,14,16,14,14,16,16,16,16,15,11,16,5,15,15,14,15,18,16,0,2,5,1,1,1,1,1,1,1,3
601,602,3,17,15,16,18,17,17,17,17,17,16,19,15,19,12,16,7,17,15,15,16,17,17,0,1,5,1,1,0,0,0,3,0,3
602,603,4,16,15,16,19,13,12,12,13,16,16,11,11,15,10,15,4,18,15,18,15,17,16,0,2,5,1,0,1,1,1,4,1,2
603,604,4,16,13,14,19,14,13,14,13,15,15,13,11,9,9,13,5,15,14,11,15,14,14,0,2,5,1,1,1,1,1,1,1,2
604,605,4,16,12,13,15,11,12,11,13,16,11,11,12,10,12,10,2,11,11,13,11,11,12,0,2,5,1,2,2,2,2,2,2,2
605,606,4,17,10,11,12,13,13,13,9,12,11,11,11,8,5,9,4,11,11,9,9,10,11,0,2,5,1,2,2,2,2,3,2,2
606,607,4,16,13,15,17,13,13,14,13,15,14,12,11,11,11,13,4,14,14,15,14,16,15,0,1,5,1,1,1,1,1,3,1,2
607,608,4,16,16,17,20,16,14,15,14,17,16,15,11,15,12,15,2,19,17,16,18,19,19,0,1,5,1,0,1,1,1,3,1,3
608,609,4,17,14,16,20,16,16,15,14,14,16,11,13,12,12,13,3,17,15,14,16,15,17,0,1,5,1,1,1,1,1,2,1,3
609,610,4,16,12,13,18,13,17,13,13,17,16,13,11,10,11,13,6,13,12,15,14,11,12,0,2,5,1,1,1,1,1,3,1,2
610,611,4,17,9,12,15,11,11,7,9,11,11,11,11,8,8,6,2,14,13,11,12,15,13,0,2,5,1,1,2,2,2,4,2,2
611,612,4,16,13,15,19,15,15,14,16,15,14,11,11,13,12,14,3,15,17,14,15,17,15,0,1,5,1,1,1,1,1,2,1,3
612,613,4,17,12,14,19,14,14,10,14,13,12,11,11,10,11,11,4,11,11,14,13,10,12,0,1,5,1,2,2,2,2,5,2,2
613,614,4,16,12,15,19,15,14,13,15,14,13,11,13,15,12,11,4,14,13,13,15,15,14,0,1,5,1,1,1,1,1,1,1,3
614,615,4,17,13,15,19,14,15,15,13,15,13,14,11,14,11,14,2,16,16,16,16,16,16,0,2,5,1,1,1,1,1,1,1,3
615,616,4,16,12,14,19,14,15,12,15,17,13,11,12,11,11,12,4,13,13,16,15,15,13,0,1,5,1,1,1,1,1,5,1,3
616,617,4,17,14,15,19,15,14,14,15,14,14,11,12,11,11,11,5,16,16,16,16,16,16,0,2,5,1,1,1,1,1,1,1,3
617,618,4,16,12,14,20,14,14,12,14,12,13,11,11,9,9,10,3,14,15,15,13,15,12,0,1,5,1,1,1,1,1,1,1,2
618,619,4,16,13,14,20,14,13,11,13,15,15,11,12,11,12,14,4,14,13,12,14,11,14,0,2,5,1,1,1,1,1,3,1,2
619,620,4,17,12,13,19,14,15,14,15,12,13,11,11,10,12,13,4,14,13,14,14,13,13,0,1,5,1,1,1,1,1,4,1,2
620,621,4,16,12,12,17,15,16,15,14,18,13,11,11,11,13,8,3,13,16,18,12,12,14,0,2,5,1,1,1,1,1,2,1,3
621,622,4,16,14,17,20,14,13,14,13,14,14,12,11,11,11,12,4,16,13,13,17,16,16,0,1,5,1,1,1,1,1,2,1,2
622,623,4,16,13,16,20,15,14,15,15,14,14,13,11,11,13,13,4,14,15,16,15,16,14,0,1,5,1,1,1,1,1,3,1,3
623,624,4,16,14,15,20,13,15,15,16,17,13,11,12,14,11,13,4,14,13,16,15,16,13,0,2,5,1,1,1,1,1,2,1,3
624,625,4,16,15,17,20,16,16,16,14,16,15,11,12,13,13,13,4,14,15,15,13,16,15,0,1,5,1,1,1,1,1,4,1,3
625,626,4,16,13,15,19,11,14,11,15,15,13,11,11,13,11,12,4,13,14,15,13,15,13,0,2,5,1,1,1,1,1,4,1,2
626,627,4,17,16,18,20,15,16,15,16,17,17,11,11,14,13,13,3,17,19,16,19,18,19,0,1,5,1,0,1,1,1,5,1,3
627,628,4,16,11,15,18,11,11,10,11,12,11,11,11,8,7,5,4,11,11,10,11,12,11,0,2,5,1,2,2,2,2,1,2,2
628,629,4,17,11,13,17,11,12,14,10,11,11,11,11,11,11,10,3,14,14,12,14,14,11,0,2,5,1,1,2,2,2,4,2,2
629,630,5,16,13,13,14,15,12,10,15,15,15,12,11,7,9,12,5,13,12,10,10,10,13,0,2,5,1,2,2,2,2,2,2,2
630,631,5,16,19,20,17,20,20,15,18,19,20,12,12,14,16,18,8,19,18,16,18,20,20,0,2,5,1,0,0,0,0,1,0,3
631,632,5,16,17,16,17,16,19,16,17,19,18,13,11,15,14,17,6,18,17,16,16,18,18,0,2,5,1,0,1,1,1,2,1,3
632,633,5,16,16,15,17,16,20,16,18,20,17,14,13,12,12,16,8,18,18,15,18,16,17,0,2,5,1,0,0,0,0,3,0,3
633,634,5,17,14,17,17,17,16,16,17,17,18,11,11,13,13,12,4,17,16,16,17,16,16,0,2,5,1,1,1,1,1,1,1,3
634,635,5,16,14,14,16,14,16,14,15,16,16,11,11,12,13,12,6,16,17,11,17,16,14,0,2,5,1,1,1,1,1,1,1,3
635,636,5,16,14,16,17,17,17,16,16,17,16,12,12,13,13,13,5,17,15,15,17,16,15,0,2,5,1,1,1,1,1,2,1,3
636,637,5,17,19,18,18,16,20,16,17,20,20,12,16,17,15,18,7,17,20,17,19,18,20,0,2,5,1,0,0,0,0,2,0,3
637,638,5,17,19,19,18,15,20,15,18,20,20,13,15,16,16,19,8,12,11,16,16,19,8,0,2,5,1,2,1,1,1,4,1,3
638,639,5,16,18,18,17,17,18,16,18,20,20,11,11,15,14,17,7,16,20,16,19,20,20,0,2,5,1,0,1,1,1,1,1,3
639,640,5,16,18,18,17,20,20,17,18,20,20,12,11,13,15,14,6,19,16,15,18,17,19,0,2,5,1,0,0,0,0,3,0,3
640,641,5,16,16,17,18,16,17,16,18,20,19,12,12,14,14,17,6,16,16,16,17,16,18,0,1,5,1,1,1,1,1,3,1,3
641,642,5,17,11,13,14,13,12,13,10,15,13,11,12,9,7,11,2,13,12,10,10,11,13,0,2,5,1,2,2,2,2,1,2,2
642,643,5,16,13,10,14,12,11,10,9,13,13,11,11,8,8,8,5,12,12,12,11,12,12,0,2,5,1,2,2,2,2,1,2,2
643,644,5,16,13,13,16,11,12,11,14,12,11,12,12,10,9,12,5,13,12,12,14,10,12,0,1,5,1,2,2,2,2,3,2,2
644,645,5,16,16,17,17,15,16,15,18,17,17,2,13,10,13,13,4,16,17,14,16,17,16,0,2,5,1,1,1,1,1,2,1,3
645,646,5,17,17,16,15,20,19,13,18,20,19,11,11,11,14,16,6,19,17,16,18,18,19,0,2,5,1,0,1,1,1,2,1,3
646,647,5,16,17,18,18,19,19,17,19,20,20,12,11,14,16,17,7,20,20,17,19,20,20,0,2,5,1,0,0,0,0,3,0,3
647,648,5,17,17,16,16,18,20,17,18,20,19,12,13,12,14,17,4,18,18,17,19,20,19,0,2,5,1,0,0,0,0,5,0,3
648,649,5,17,17,16,17,18,16,16,18,20,18,11,18,15,17,20,4,19,19,18,19,18,17,0,2,5,1,0,0,0,0,3,0,3
649,650,5,17,14,16,16,16,16,16,16,17,17,15,12,11,15,16,6,15,16,15,16,17,17,0,2,5,1,1,1,1,1,2,1,3
650,651,5,16,13,17,18,17,16,15,17,18,16,12,11,10,13,12,4,15,15,13,15,16,17,0,2,5,1,1,1,1,1,2,1,3
651,652,5,17,17,17,18,18,19,16,17,18,20,16,11,16,12,16,7,17,18,15,17,18,19,0,2,5,1,0,0,0,0,3,0,3
652,653,5,17,13,15,16,16,15,16,15,17,13,13,11,12,10,13,6,13,13,13,13,14,14,0,2,5,1,1,1,1,1,2,1,2
653,654,5,16,16,17,18,17,16,16,18,20,19,12,12,15,13,16,6,17,17,16,17,17,17,0,1,5,1,0,1,1,1,3,1,3
654,655,5,16,17,17,17,20,18,15,17,20,19,13,13,12,14,16,6,16,16,16,18,17,16,0,2,5,1,1,1,1,1,1,1,3
655,656,5,16,18,18,17,19,17,17,18,19,20,11,14,12,15,17,7,14,20,14,19,20,19,0,2,5,1,0,0,0,0,1,0,3
656,657,6,16,14,14,19,15,15,17,17,16,12,11,11,12,13,10,5,14,14,15,13,15,12,0,1,5,1,1,1,1,1,1,1,2
657,658,6,16,16,15,18,17,19,16,19,19,17,15,11,14,17,15,6,19,18,19,17,19,18,0,2,5,1,0,0,0,0,1,0,3
658,659,6,17,12,14,19,14,18,14,17,18,12,11,11,14,9,11,6,12,12,12,11,13,13,0,2,5,1,2,1,1,1,2,1,2
659,660,6,16,14,15,19,14,15,14,14,16,15,11,12,13,12,11,6,13,12,13,11,13,14,0,1,5,1,1,1,1,1,5,1,2
660,661,6,17,17,17,20,16,16,17,19,18,16,12,13,14,12,15,5,14,17,18,17,19,13,0,1,5,1,1,1,1,1,1,1,3
661,662,6,16,12,14,19,16,13,14,15,16,12,11,11,14,14,14,3,15,14,13,15,12,13,0,2,5,1,1,1,1,1,4,1,2
662,663,6,16,14,17,20,15,15,14,15,17,13,11,12,11,11,11,3,17,16,13,13,17,12,0,2,5,1,1,1,1,1,2,1,3
663,664,6,17,16,16,19,17,18,17,18,19,18,12,13,14,14,15,7,18,18,16,17,19,19,0,2,5,1,0,0,0,0,2,0,3
664,665,6,17,15,16,20,16,17,15,17,18,15,13,12,14,12,13,4,15,16,14,13,15,16,0,2,5,1,1,1,1,1,2,1,3
665,666,6,16,15,18,20,17,16,16,16,18,17,11,11,17,16,15,4,17,18,16,18,16,16,0,2,5,1,0,1,1,1,1,1,3
666,667,6,17,17,18,20,16,18,16,19,18,16,11,11,17,12,15,5,17,18,18,17,17,18,0,1,5,1,0,1,1,1,3,1,3
667,668,6,17,14,15,19,17,18,16,17,18,17,12,11,12,12,14,4,13,15,13,15,15,14,0,1,5,1,1,1,1,1,5,1,3
668,669,6,16,13,15,19,16,17,14,15,17,17,11,11,12,14,13,5,13,12,11,15,15,15,0,2,5,1,1,1,1,1,5,1,2
669,670,6,17,9,9,17,13,12,11,13,13,12,11,11,7,10,11,2,12,15,10,10,15,11,0,2,5,1,1,2,2,2,1,2,2
670,671,6,16,14,15,19,16,15,15,16,17,13,12,12,15,14,15,5,18,16,15,18,17,17,0,2,5,1,0,1,1,1,2,1,3
671,672,6,17,14,17,18,18,18,15,17,19,15,11,12,12,12,14,4,16,16,16,14,15,13,0,2,5,1,1,1,1,1,2,1,3
672,673,6,17,15,17,19,19,17,18,18,19,17,15,11,17,15,16,5,16,16,17,16,16,17,0,2,5,1,1,1,1,1,1,1,3
673,674,6,16,16,17,20,19,17,17,18,19,18,13,12,12,12,13,5,15,16,17,15,17,15,0,1,5,1,1,1,1,1,4,1,3
674,675,6,16,15,15,19,18,17,16,16,17,18,11,13,11,11,15,3,16,15,15,16,16,15,0,1,5,1,1,1,1,1,2,1,3
675,676,6,16,13,15,19,14,14,13,14,14,15,12,11,12,12,13,4,14,13,13,13,15,15,0,1,5,1,1,1,1,1,1,1,2
676,677,6,17,16,18,20,17,16,16,18,18,18,11,11,15,14,15,6,18,18,18,18,18,18,0,1,5,1,0,1,1,1,5,1,3
677,678,6,17,14,16,20,15,14,15,14,17,14,11,11,11,11,14,5,17,15,12,14,13,17,0,2,5,1,1,1,1,1,1,1,3
678,679,6,17,12,15,18,11,12,10,15,14,13,11,11,9,10,12,3,13,15,13,16,14,17,0,2,5,1,1,1,1,1,4,1,2
679,680,6,17,14,16,19,16,17,16,17,17,16,11,14,14,14,13,4,14,14,14,15,17,16,0,2,5,1,1,1,1,1,2,1,3
680,681,6,16,16,16,19,19,16,16,17,19,17,16,11,13,12,16,5,18,17,16,15,19,17,0,1,5,1,0,1,1,1,2,1,3
681,682,6,16,13,14,19,16,15,15,15,16,15,13,11,13,14,15,5,14,14,14,13,14,16,0,1,5,1,1,1,1,1,2,1,3
682,683,6,17,16,16,19,14,18,14,17,18,18,11,11,12,16,14,4,17,15,14,19,19,17,0,2,5,1,1,1,1,1,1,1,3
683,684,6,17,13,12,17,11,15,11,13,16,16,11,11,11,11,11,4,12,12,13,12,11,12,0,2,5,1,2,2,2,2,4,2,2
684,685,7,17,12,13,17,16,15,12,14,16,15,11,11,9,11,13,6,12,16,11,15,10,17,0,2,5,1,1,1,1,1,5,1,2
685,686,7,16,15,15,20,15,15,14,13,15,13,11,11,13,12,13,3,15,16,14,15,17,16,0,1,5,1,1,1,1,1,4,1,3
686,687,7,16,12,13,16,12,15,15,12,13,12,12,11,11,9,10,4,13,13,13,10,14,14,0,1,5,1,1,1,1,1,4,1,2
687,688,7,16,14,15,20,13,13,13,13,14,13,11,11,14,12,12,4,15,16,14,18,16,16,0,1,5,1,1,1,1,1,1,1,2
688,689,7,17,14,14,16,14,16,16,16,17,14,11,11,10,8,11,7,15,15,12,12,9,15,0,2,5,1,1,1,1,1,3,1,2
689,690,7,16,14,13,15,14,15,16,15,16,13,11,12,10,9,11,4,12,12,13,15,10,14,0,2,5,1,2,1,1,1,4,1,2
690,691,7,17,9,11,16,11,12,11,12,9,9,11,11,8,7,5,2,12,11,9,8,10,13,0,1,5,1,2,2,2,2,4,2,2
691,692,7,17,16,16,20,18,15,16,17,18,15,14,12,17,12,15,5,16,18,16,18,15,16,0,2,5,1,0,1,1,1,2,1,3
692,693,7,17,15,17,20,17,16,16,17,17,15,11,14,14,14,13,4,15,15,13,13,15,15,0,2,5,1,1,1,1,1,4,1,3
693,694,7,16,14,15,17,13,13,15,16,14,13,11,11,12,10,10,5,13,13,11,15,14,15,0,1,5,1,1,1,1,1,2,1,2
694,695,7,17,16,16,20,12,12,16,15,14,12,11,11,10,7,6,3,14,15,14,14,14,15,0,1,5,1,1,1,1,1,2,1,2
695,696,7,16,13,13,16,15,18,16,15,18,15,11,11,13,8,11,6,12,12,13,10,10,13,0,2,5,1,2,1,1,1,2,1,2
696,697,7,17,14,14,18,11,14,15,14,13,11,11,13,14,10,13,5,14,12,13,15,13,12,0,2,5,1,1,1,1,1,5,1,2
697,698,7,17,15,15,17,17,15,16,16,17,15,11,11,12,11,12,4,18,18,13,18,15,17,0,2,5,1,0,1,1,1,2,1,3
698,699,7,16,13,16,17,15,15,15,16,15,14,12,11,10,10,9,5,14,15,12,16,14,16,0,1,5,1,1,1,1,1,3,1,3
699,700,7,16,13,14,20,12,12,13,13,13,12,11,11,12,10,9,3,14,11,10,14,11,12,0,2,5,1,2,2,2,2,1,2,2
700,701,7,16,14,16,19,17,14,16,16,18,14,14,15,15,15,17,14,11,15,15,12,12,6,0,2,5,1,2,1,1,1,3,1,3
701,702,7,17,15,15,20,16,16,15,16,16,15,11,12,15,11,14,5,14,18,14,18,17,18,0,2,5,1,1,1,1,1,4,1,3
702,703,7,17,13,14,17,17,15,13,14,17,16,11,11,10,9,11,5,12,12,13,9,10,13,0,2,5,1,2,1,1,1,1,1,2
703,704,7,17,11,13,18,12,11,12,13,12,10,11,11,11,8,7,3,12,12,11,12,11,12,0,2,5,1,2,2,2,2,2,2,2
704,705,7,16,15,16,20,15,16,16,16,15,13,14,12,11,13,14,4,15,16,13,17,16,15,0,1,5,1,1,1,1,1,2,1,3
705,706,7,17,15,16,19,13,13,15,15,14,13,11,12,14,13,12,5,13,15,12,14,15,15,0,1,5,1,1,1,1,1,3,1,2
706,707,7,17,16,14,18,18,18,16,18,18,16,11,11,11,13,13,6,16,14,12,17,14,14,0,2,5,1,1,1,1,1,4,1,3
707,708,7,16,15,16,18,17,16,16,14,17,15,11,13,12,10,13,7,15,13,14,15,13,15,0,2,5,1,1,1,1,1,2,1,3
708,709,7,16,16,16,19,15,13,15,14,17,13,14,11,11,14,12,6,14,16,14,15,16,14,0,2,5,1,1,1,1,1,3,1,3
709,710,7,17,16,14,15,15,15,17,14,18,15,11,11,9,7,9,5,11,14,14,13,10,14,0,2,5,1,1,1,1,1,1,1,2
710,711,7,17,15,17,20,16,16,16,16,17,15,11,14,16,13,16,5,18,17,17,18,18,17,0,1,5,1,0,1,1,1,3,1,3
